mae,rmse,r2,pearson_correlation,model
0.3108786344528198,0.3898454517029219,0.20223474502563477,0.5036622285842896,ridge
0.31136782720744377,0.3880986067628734,0.20936810381853155,0.503718666302956,random_forest
